video_id,account,publish_date,publish_time,topic_category,topic_angle,format,hook_text,hook_model,duration_seconds,word_count,views,retention_5s,completion_rate,like_count,comment_count,share_count,favorite_count,like_rate,share_rate,performance_tier,pillars_used,is_repeat,has_script,video_url,video_title,is_hidden,notes
614,视频号官号,2025-09-05,,权益加班,最近我们护士圈火了跑,口播,最近我们护士圈 火了跑马拉松的故事 就有很多朋友在我的直播间 或者是在我的视频下面留言 说哎呀咪呀,其他,57,583,1833,,21.22,18,2,10,,0.98,0.55,D,,FALSE,TRUE,export/UzFfAgtgekIEAQAAAAAAIzAtHWLx9wAAAAstQy6ubaLX4KHWvLEZgBPE9acISkVxSqOPzNPgMJrl54Suk3hR8zL4YlbUYWhC,马拉松女护士被全网嘲讽，护士长到底该不该给她休假？很多网友问我，德国碰到这种事护士长怎么做 #护士 #张水华 #德国护士 #护士假期 #护士懂护士,,涨粉:1
615,视频号官号,2025-09-04,,其他,全科护士病倒一半，科,口播,全科护士病倒一半，科室和领导会怎么处理？#德国护士 #护士假期 #护士 #护士日常 #护士懂护士,其他,31,,583,,28.1,7,0,11,,1.2,1.89,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAU5M48OGpmgAAAAstQy6ubaLX4KHWvLEZgBPEsKJQLwc4UqCPzNPgMJpkCBcTZu2Q_v_5tdvd-rPP,全科护士病倒一半，科室和领导会怎么处理？#德国护士 #护士假期 #护士 #护士日常 #护士懂护士,,
616,视频号官号,2025-09-03,,夜班,分享我们科护士抢到的,口播,分享我们科护士抢到的夜班，10个小时怎么上，大家的夜班都是怎么上呢？ #护士夜班 #护士 #德国护士 #护士懂护士,其他,40,,812,,31.49,14,0,6,,1.72,0.74,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAeWAnLmCPQAAAAAstQy6ubaLX4KHWvLEZgBPExacgZ3QNMqaPzNPgMJpYbMI9Tg4a4fNxxFh0UTlJ,分享我们科护士抢到的夜班，10个小时怎么上，大家的夜班都是怎么上呢？ #护士夜班 #护士 #德国护士 #护士懂护士 #护士日常,,涨粉:1
617,视频号官号,2025-09-02,,其他,为什么越来越多护士来,口播,为什么越来越多护士来德国？8年工龄德漂护士，给大家客观分享 #护士 #德国护士 #护士日常 #护士懂护士 #护士就业,其他,47,,522,,23.75,5,0,27,,0.96,5.17,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAbgwEVMlJbAAAAAstQy6ubaLX4KHWvLEZgBPEvaIECAsGZKePzNPgMJr3r_5lSWR7jrkqdFigKGYa,为什么越来越多护士来德国？8年工龄德漂护士，给大家客观分享 #护士 #德国护士 #护士日常 #护士懂护士 #护士就业,,涨粉:2
618,视频号官号,2025-09-01,,护士证路径,通过“换护士证”来德,口播,通过“换护士证”来德国，8年工龄的中专护士，每个月能和大三甲挣的💰差不多 #护士工资 #德国护士 #护士懂护士 #护士,C_共情痛点,39,,4905,,19.43,16,2,22,,0.33,0.45,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAANuUWfENs5wAAAAstQy6ubaLX4KHWvLEZgBPExacEJBgSeqSPzNPgMJo07zQyLIdfl43YmIQZz_jM,通过“换护士证”来德国，8年工龄的中专护士，每个月能和大三甲挣的💰差不多 #护士工资 #德国护士 #护士懂护士 #护士 #护士日常,,涨粉:3
619,视频号官号,2025-08-31,,夜班,夜班，不用护士长排，,口播,在我们科室想上个夜班，不用护士长排，全都靠护士们“抢” #护士夜班 #德国护士 #护士 #护士懂护士 #护士日常,其他,37,,748569,,32.59,2696,561,2900,,0.36,0.39,A,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAP6IPZKpvKAAAAAstQy6ubaLX4KHWvLEZgBPEwadEHk5IbdqPzNPgMJp8O06Z1Y9Dlz60fg6qcHvw,在我们科室想上个夜班，不用护士长排，全都靠护士们“抢” #护士夜班 #德国护士 #护士 #护士懂护士 #护士日常,,涨粉:868
620,视频号官号,2025-08-30,,护士长,护士部的存在对咱护士,口播,护士部的存在 对咱护士来说有到底什么意义？ #护理部 #德国护士 #护士懂护士 #护士 #护士日常,其他,29,,6579,,28.77,55,6,34,,0.84,0.52,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAACacsCYBg3gAAAAstQy6ubaLX4KHWvLEZgBPEtaI0Z0F2TtuPzNPgMJpDXi-cmkew9qBy6ncK9qi-,护士部的存在 对咱护士来说有到底什么意义？ #护理部 #德国护士 #护士懂护士 #护士 #护士日常,,涨粉:9
621,视频号官号,2025-08-28,,护士长,我们科一上午收了8个,口播,我们科一上午收了8个病人，护士长直接崩溃了😖 #德国护士 #护患比 #护士日常 #护士 #护士懂护士,D_冲突事件,33,,39544,,24.45,121,49,64,,0.31,0.16,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA5I0ZHNt-BgAAAAstQy6ubaLX4KHWvLEZgBPEsKI4XUw6XdmPzNPgMJqKJT6-YbYeaEl__rdaCfh2,我们科一上午收了8个病人，护士长直接崩溃了😖 #德国护士 #护患比 #护士日常 #护士 #护士懂护士,,涨粉:23
622,视频号官号,2025-08-28,,其他,中国和德国护士，工作,口播,中国和德国护士，工作中有哪些差异 #德国护士 #护士日常 #护士 #护士日常 #护士懂护士,其他,31,,7685,,26.81,29,12,55,,0.38,0.72,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAe6Qm4MeTPQAAAAstQy6ubaLX4KHWvLEZgBPEwKcML2M7M96PzNPgMJp3nrVl3A-8-5lOXqFhGOT1,中国和德国护士，工作中有哪些差异 #德国护士 #护士日常 #护士 #护士日常 #护士懂护士,,涨粉:9
623,视频号官号,2025-08-27,,其他,上班对工作负责，下班,口播,上班对工作负责，下班后对生活负责，大家觉得这是不是做护士最理想的状态？ #德国护士 #护士懂护士 #护士日常 #护士,其他,51,,5108,,21.69,23,0,20,,0.45,0.39,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAWt4PX73KEQAAAAstQy6ubaLX4KHWvLEZgBPEz6dAC2FSPN-PzNPgMJqEyLeU4TbL6MR5nEMqncE7,上班对工作负责，下班后对生活负责，大家觉得这是不是做护士最理想的状态？ #德国护士 #护士懂护士 #护士日常 #护士 #护士就业,,涨粉:4
624,视频号官号,2025-08-26,,中德差异,德国护士遇到护理不良,口播,德国护士遇到护理不良事件，都是怎么处理，今天带大家看看我们的登记表 #德国护士 #护理不良事件 #护士日常 #护士,其他,39,,3560,,19.74,18,11,13,,0.51,0.37,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAxVUOTi7PWQAAAAstQy6ubaLX4KHWvLEZgBPE2qd4TUETYdyPzNPgMJp2ZGkpfUPsoBBOuCXDuekK,德国护士遇到护理不良事件，都是怎么处理，今天带大家看看我们的登记表 #德国护士 #护理不良事件 #护士日常 #护士 #护士懂护士,,涨粉:3
625,视频号官号,2025-08-25,,工资收入,小费,口播,又到了发小费的日子，科室聚餐蹭吃蹭喝，还分给了每个护士100欧小费 #德国护士 #小费 #护士懂护士 #护士 #护士日常,B_数字冲击,29,,9184,,33.25,35,1,16,,0.38,0.17,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAy1IhC27_ywAAAAstQy6ubaLX4KHWvLEZgBPExKdof1liT92PzNPgMJroJZuX_mVS23Z0lE70CXMp,又到了发小费的日子，科室聚餐蹭吃蹭喝，还分给了每个护士100欧小费 #德国护士 #小费 #护士懂护士 #护士 #护士日常,,涨粉:4
626,视频号官号,2025-08-24,,权益加班,做护士连擅自加班也不,口播,做护士连擅自加班也不敢，怕一不小心就违法了 #德国护士 #护士懂护士 #护士日常 #护士 #护士工作,A_反常识,37,,20847,,22.1,45,8,50,,0.22,0.24,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAi5QRpgF5hgAAAAstQy6ubaLX4KHWvLEZgBPEtqIoFQ8DZdOPzNPgMJohseTwbVp0G72iJzaU236a,做护士连擅自加班也不敢，怕一不小心就违法了 #德国护士 #护士懂护士 #护士日常 #护士 #护士工作,,涨粉:13
627,视频号官号,2025-08-22,,休假病假,病假,口播,护士休病假，医院反而“给钱”，每种病都能休六周，你听说过嘛？#德国护士 #护士懂护士 #护士假期 #护士 #护士日常,其他,33,,4268,,22.4,20,3,20,,0.47,0.47,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAvrQCDj4HHwAAAAstQy6ubaLX4KHWvLEZgBPEiqJEbgYvcdGPzNPgMJq8n2-xFVC1IzHp1pPSHf3Q,护士休病假，医院反而“给钱”，每种病都能休六周，你听说过嘛？#德国护士 #护士懂护士 #护士假期 #护士 #护士日常,,涨粉:6
628,视频号官号,2025-08-21,,其他,什么原因值得让我只身,口播,什么原因值得让我只身一人漂洋过海来德国 #德国护士 #专科护士 #护士工作 #护士 #护士懂护士,其他,51,,14440,,20.0,45,7,64,,0.31,0.44,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA1XgmyXxEjwAAAAstQy6ubaLX4KHWvLEZgBPEtqJ0PlEdWdaPzNPgMJpxo2OewvEbC9md5bDgbY6-,什么原因值得让我只身一人漂洋过海来德国 #德国护士 #专科护士 #护士工作 #护士 #护士懂护士,,涨粉:28
629,视频号官号,2025-08-20,,护士证路径,咱国内护士证有多吃香,口播,咱国内护士证有多吃香，专科护士一样也有竞争力 #德国护士 #专科护士 #护士工作 #护士 #护士懂护士,其他,32,,2658,,22.91,13,3,19,,0.49,0.71,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAkKEXSkVayAAAAAstQy6ubaLX4KHWvLEZgBPEvaJQJG8oBdSPzNPgMJpShpSC0yIjwenhJs8zx9nl,咱国内护士证有多吃香，专科护士一样也有竞争力 #德国护士 #专科护士 #护士工作 #护士 #护士懂护士,,涨粉:3
630,视频号官号,2025-08-19,,护士证路径,中专护士在德国8年多,口播,中专护士在德国8年多，用国内护士证换了德国护士证😉 #德国护士 #护士懂护士 #护士证 #护士 #护士工作,C_共情痛点,31,,7101,,22.63,26,3,33,,0.37,0.46,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAZ5AnHzymxwAAAAstQy6ubaLX4KHWvLEZgBPEwqd0U3J2Z9WPzNPgMJqqU95yXLaj-0fBD1IhWiIx,中专护士在德国8年多，用国内护士证换了德国护士证😉 #德国护士 #护士懂护士 #护士证 #护士 #护士工作,,涨粉:4
631,视频号官号,2025-08-18,,休假病假,年假30,口播,护士年假30天是标配，我去年大概有6个月都在休假中度过 #德国护士 #护士假期 #护士懂护士 #护士 #护士日常,B_数字冲击,38,,21161,,28.02,52,5,55,,0.25,0.26,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA0WIKafNhjwAAAAstQy6ubaLX4KHWvLEZgBPE3qdsSBlIQsqPzNPgMJqK3ofNgwKe8kkX82SuneQ2,护士年假30天是标配，我去年大概有6个月都在休假中度过 #德国护士 #护士假期 #护士懂护士 #护士 #护士日常,,涨粉:15
632,视频号官号,2025-08-15,,工资收入,工资,口播,中专学历的我和我护士朋友的工资差别 #专科护士 #德国护士 #护士工资 #护士懂护士 #护士,C_共情痛点,36,,6201,,27.48,37,2,32,,0.6,0.52,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAO24UAR0FHAAAAAstQy6ubaLX4KHWvLEZgBPExadcDWR8dM6PzNPgMJqlcpkAkQVWxWhy59Dvjgz0,中专学历的我和我护士朋友的工资差别 #专科护士 #德国护士 #护士工资 #护士懂护士 #护士,,涨粉:6
633,视频号官号,2025-08-14,,互换比管理,护士这种连上连休的模,口播,护士这种连上连休的模式，大家喜欢吗 #德国护士 #护士懂护士 #护士排班 #护士 #护士日常,其他,40,,5641,,19.52,17,0,13,,0.3,0.23,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAvyEomBzIvgAAAAstQy6ubaLX4KHWvLEZgBPEuaIwNgNTWc-PzNPgMJq5dPjQ7ECIjnIfpQPdB1Lb,护士这种连上连休的模式，大家喜欢吗 #德国护士 #护士懂护士 #护士排班 #护士 #护士日常,,涨粉:3
634,视频号官号,2025-08-13,,休假病假,病假,口播,德国护士简直不要太离谱，请病假也能有工资，还是“奖励护士”的 #德国护士 #护士假期 #护士日常 #护士 #护士懂护士,其他,36,,4713,,20.05,31,0,27,,0.66,0.57,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAykYTc1SBagAAAAstQy6ubaLX4KHWvLEZgBPE9adkdDsfAc2PzNPgMJoE_8QC_0yqVVo50UDbzu0-,德国护士简直不要太离谱，请病假也能有工资，还是“奖励护士”的 #德国护士 #护士假期 #护士日常 #护士 #护士懂护士,,涨粉:2
635,视频号官号,2025-08-12,,其他,在德国是“护士挑工作,口播,在德国是“护士挑工作”，而不是“医院挑护士” #护士懂护士 #德国护士 #护士日常 #护士 #护士工作,其他,47,,4865,,20.49,19,3,27,,0.39,0.55,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAvxggWP1MzgAAAAstQy6ubaLX4KHWvLEZgBPE96dYFEVnbcKPzNPgMJo-kTtfW-Q6YmS6PbAbo3oF,在德国是“护士挑工作”，而不是“医院挑护士” #护士懂护士 #德国护士 #护士日常 #护士 #护士工作,,涨粉:5
636,视频号官号,2025-08-11,,护士证路径,其实对于普通人来说，,口播,其实对于普通人来说，出国的原因很简单 #护士懂护士 #德国护士 #护士日常 #护士 #护士工作,其他,40,,36281,,28.81,164,19,187,,0.45,0.52,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAwX4Fo_ErsgAAAAstQy6ubaLX4KHWvLEZgBPEu6JkFncZT8OPzNPgMJq5YFsWGiOG5pynKmLqmxob,其实对于普通人来说，出国的原因很简单 #护士懂护士 #德国护士 #护士日常 #护士 #护士工作,,涨粉:17
637,视频号官号,2025-08-10,,其他,护士初到德国，怎么选,口播,护士初到德国，怎么选择养老院还是医院？#德国护士 #护士工作 #护士懂护士 #护士 #护士日常,其他,41,,7613,,27.74,30,1,52,,0.39,0.68,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA8OUus4f1egAAAAstQy6ubaLX4KHWvLEZgBPEsKIARhcEMcGPzNPgMJrm1Z2bPoKa_RrthaSDuw6A,护士初到德国，怎么选择养老院还是医院？#德国护士 #护士工作 #护士懂护士 #护士 #护士日常,,涨粉:6
638,视频号官号,2025-08-10,,护士证路径,海狸未来和上海锦创歌,口播,海狸未来和上海锦创歌德官方合作，德语专属考场圆满结束，学员们只管努力攻克德语，其他障碍我们助力💪🏼 #歌德 #护士出国,其他,22,,1780,,16.46,9,0,14,,0.51,0.79,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA_x0qLEhMzgAAAAstQy6ubaLX4KHWvLEZgBPEzqc4THIWYMGPzNPgMJoH3BeukG9GizoPt6RpjuNx,海狸未来和上海锦创歌德官方合作，德语专属考场圆满结束，学员们只管努力攻克德语，其他障碍我们助力💪🏼 #歌德 #护士出国 #德语学习 #德国护士 #护士工作,,涨粉:5
639,视频号官号,2025-08-06,,休假病假,病假,口播,德国护士这种病假规定，让人眼红[脸红]#德国护士#护士#护士懂护士#护士日常,其他,26,,6025,,20.71,27,2,40,,0.45,0.66,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAxVIprTmEngAAAAstQy6ubaLX4KHWvLEZgBPEyqd0SwA8K_qPzNPgMJoBMIckH2ddirf-8ifQrNbA,德国护士这种病假规定，让人眼红[脸红]#德国护士#护士#护士懂护士#护士日常,,涨粉:4
640,视频号官号,2025-08-05,,其他,外国护士服是什么样的,口播,外国护士服是什么样的，德国护士上班都是这么穿搭 #德国护士 #护士日常 #护士懂护士 #护士工作 #护士,其他,21,,9831,,28.55,47,7,38,,0.48,0.39,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAwDcwXfaKzgAAAAstQy6ubaLX4KHWvLEZgBPEiqJ8WSsWf_uPzNPgMJrrJPbzD7a1sliCYMjO8uUC,外国护士服是什么样的，德国护士上班都是这么穿搭 #德国护士 #护士日常 #护士懂护士 #护士工作 #护士,,涨粉:10
641,视频号官号,2025-08-04,,护士证路径,咱中国护士证，真的是,口播,咱中国护士证，真的是越来越值钱了！#护士证 #德国护士 #护士懂护士 #护士 #护士日常,其他,37,,38108,,31.63,178,34,459,,0.47,1.2,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAXrULNttMlQAAAAstQy6ubaLX4KHWvLEZgBPEsKIkYkktSPiPzNPgMJqVV6dlLCXc5ZtSNNOO1Alr,咱中国护士证，真的是越来越值钱了！#护士证 #德国护士 #护士懂护士 #护士 #护士日常,,涨粉:56
642,视频号官号,2025-08-03,,工资收入,工资,口播,德国护士能在一个医院工作这么久的原因，大家觉得能存下这么多钱算不算一个 #德国护士 #护士工资 #护士懂护士,其他,33,,29781,,29.38,82,18,101,,0.28,0.34,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAxJcAkOfcjwAAAAstQy6ubaLX4KHWvLEZgBPEpKJgJis1Bv6PzNPgMJqkj1LrY2X7f3_PgYBFAUhu,德国护士能在一个医院工作这么久的原因，大家觉得能存下这么多钱算不算一个 #德国护士 #护士工资 #护士懂护士 #护士工作 #护士,,涨粉:28
643,视频号官号,2025-08-01,,护士证路径,护士证价值,口播,很多护士不知道的“中国护士证价值密码”，来看看你的护士证都有哪些作用 #德国护士 #护士工作 #护士出国 #护士,其他,43,,7380,,22.31,36,16,82,,0.49,1.11,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAVr8Snd8ARAAAAAstQy6ubaLX4KHWvLEZgBPEtKI8P0MBfPyPzNPgMJp5VT_PhYfw94oy-Ix03hid,很多护士不知道的“中国护士证价值密码”，来看看你的护士证都有哪些作用 #德国护士 #护士工作 #护士出国 #护士 #护士懂护士,,涨粉:6
644,视频号官号,2025-07-31,,其他,护士被医院保护的这么,口播,护士被医院保护的这么好，来德国之前我是万万不敢想的 #德国护士 #护士懂护士 #护士日常 #护士 #护士工作,A_反常识,42,,5699,,25.58,39,2,63,,0.68,1.11,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAwIgzsdkH8wAAAAstQy6ubaLX4KHWvLEZgBPEi6J8CUUNJ_KPzNPgMJpULEq2hTaRYD55jDP-eKTy,护士被医院保护的这么好，来德国之前我是万万不敢想的 #德国护士 #护士懂护士 #护士日常 #护士 #护士工作,,涨粉:8
645,视频号官号,2025-07-30,,其他,咱中国护士在国外，也,口播,咱中国护士在国外，也妥妥的是传奇般的存在！#中国护士 #德国护士 #护士日常 #护士懂护士 #护士,其他,36,,15837,,40.67,80,8,76,,0.51,0.48,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAARcANulWEoAAAAAstQy6ubaLX4KHWvLEZgBPEwqdAYzcZDvOPzNPgMJrmJOayo_BxaCWTqIzgwTu3,咱中国护士在国外，也妥妥的是传奇般的存在！#中国护士 #德国护士 #护士日常 #护士懂护士 #护士,,涨粉:11
646,视频号官号,2025-07-29,,权益加班,德国护士和医院违法的,口播,德国护士和医院违法的原因竟然是...上班上多了😳 #德国护士 #护士工作 #护士懂护士 #专科护士 #护士,A_反常识,37,,5508,,26.94,24,3,27,,0.44,0.49,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA9Ho0sQhikQAAAAstQy6ubaLX4KHWvLEZgBPE9qc4TwYLQPCPzNPgMJrcqPsiJTG_gKvFo2SQj1LW,德国护士和医院违法的原因竟然是...上班上多了😳 #德国护士 #护士工作 #护士懂护士 #专科护士 #护士,,涨粉:3
647,视频号官号,2025-07-28,,其他,当医院制度遇上人性化,口播,当医院制度遇上人性化管理，护士有福了！#德国护士 #专科护士 #护士懂护士 #护士日常 #护士,其他,39,,3083,,20.2,12,0,16,,0.39,0.52,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAdRMsLGv6swAAAAstQy6ubaLX4KHWvLEZgBPEzqckCTVyVPGPzNPgMJqJIo3pDXjKJADavM4sP5u6,当医院制度遇上人性化管理，护士有福了！#德国护士 #专科护士 #护士懂护士 #护士日常 #护士,,涨粉:2
648,视频号官号,2025-07-28,,休假病假,护士想不想休假，自己,口播,护士想不想休假，自己做不了主，还要被护士长逼着休 #护士假期 #德国护士 #护士懂护士 #护士 #护士日常,其他,37,,6446,,20.34,38,0,6,,0.59,0.09,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAASnkhBx4CjAAAAAstQy6ubaLX4KHWvLEZgBPE8KdMdxhrDfaPzNPgMJp6_iZ1Fn-5wERaSzaxuf3z,护士想不想休假，自己做不了主，还要被护士长逼着休 #护士假期 #德国护士 #护士懂护士 #护士 #护士日常,,涨粉:2
649,视频号官号,2025-07-25,,其他,在德国做护士有8年多,口播,在德国做护士有8年多了，也是真的体会到护士的幸福指数到底有多高 #德国护士 #专科护士 #护士懂护士 #护士日常 #护士,其他,42,,3833,,22.91,21,2,56,,0.55,1.46,D,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAAC-0Snl92IgAAAAstQy6ubaLX4KHWvLEZgBPEyKdkOl5IcvWPzNPgMJrnphX3mfPCanTurZ2JZBJY,在德国做护士有8年多了，也是真的体会到护士的幸福指数到底有多高 #德国护士 #专科护士 #护士懂护士 #护士日常 #护士,,涨粉:3
650,视频号官号,2025-07-24,,夜班,德国💰多又抢手的夜班,口播,德国💰多又抢手的夜班怎么上？ 8年在德护士超真实分享！#护士夜班 #德国护士 #护士日常 #护士 #护士懂护士,其他,68,,19522,,32.6,94,3,76,,0.48,0.39,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA1G4jci8MewAAAAstQy6ubaLX4KHWvLEZgBPE9KdQFF4rIuuPzNPgMJr3cT2FdE9w8LsQWm5Msi76,德国💰多又抢手的夜班怎么上？ 8年在德护士超真实分享！#护士夜班 #德国护士 #护士日常 #护士 #护士懂护士,,涨粉:15
651,视频号官号,2025-07-22,,护士证路径,都说咱中国护士到德国,口播,都说咱中国护士到德国样样第一，那德国护士来咱国内医院上班，会咋样🤔 #德国护士 #护士出国 #护士懂护士 #护士日常,其他,38,,13532,,37.43,67,13,44,,0.5,0.33,C,,FALSE,FALSE,export/UzFfAgtgekIEAQAAAAAA714mddCyVwAAAAstQy6ubaLX4KHWvLEZgBPEtKIkUQV5aemPzNPgMJp4WDCpqA6Axqw93qR0Arp_,都说咱中国护士到德国样样第一，那德国护士来咱国内医院上班，会咋样🤔 #德国护士 #护士出国 #护士懂护士 #护士日常 #护士,,涨粉:14
